Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max),Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbit ID,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous
21.4,0.13949382289999998,0.3119176705,139.49382293440001,311.91767052259996,0.0866774163,0.19381659489999997,457.65691403610003,1023.3519701574,23.211074529,83559.8683044788,51920.8526139691,0.301817897,117.4071578979,45151316.0,28055726.0,25,2,0.0312601,5.457000000000001,2458000.5,0.2284925349826342,1.104777370252283,33.588791971511995,105.23606875073651,424.1413179360358,0.852343988331891,253.45677527210083,1.357210752172676,2457899.504569007,85.72226665956539,0.8487737100262679,1
24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.050978958600000006,120.3760332259,269.1689931548,7.349050850399999,26456.583061266498,16439.0918471519,0.0353283279,13.7427196503,5285043.0,3283973.25,24,7,0.017896000000000002,3.5069999999999997,2458000.5,0.5248414963558161,2.158802371134827,1.017438338198672,0.001940674157596189,1158.5579361192379,1.02577330433194,339.6385522145948,3.2918314379377125,2457765.265863199,73.09456575997868,0.3107311156193652,0
22.9,0.0699125232,0.1563291544,69.9125232246,156.32915440870002,0.0434416145,0.09713840300000001,229.37180269610002,512.8909429501999,3.7902605404000003,13644.937945411799,8478.4338028033,0.154850661,60.23690795899999,23165330.0,14394268.0,32,3,0.00537336,6.313,2458000.5,0.1752928902028106,0.95110322677943,1.019412355722657,337.82578616214715,338.79727573226035,0.7843815932760445,273.5486544982722,1.117824860282815,2458010.033930529,349.86941384618063,1.06258233399874,0
23.8,0.046190746,0.1032856481,46.190746028199996,103.28564805040001,0.028701590099999997,0.0641787064,151.544447199,338.8636855496,7.696006981699999,27705.6251340284,17215.1980173078,0.08503740550000001,33.0795478821,12721415.0,7904720.5,8,7,0.05256659999999999,5.957000000000001,2458000.5,0.1635106960207956,1.019301915938118,12.67764539570955,259.3371355643689,375.8830028430628,0.8526351502077463,69.8057754826885,1.185968681668491,2458174.038402792,193.7944931464655,0.9577448229291329,0
24.1,0.040230458,0.08995803880000001,40.2304579834,89.9580388169,0.0249980399,0.0558973165,131.9896957704,295.1379320721,9.0095711297,32434.45606696,20153.5096600508,0.2254377157,87.69527435299999,33725004.0,20955746.0,8,6,0.0243907,5.669,2458000.5,0.1045162621405127,1.0911513075746508,8.629514877664228,124.7943615905431,416.31867533344536,0.9771082514772156,250.9891790082965,1.205194363672086,2458139.4757724185,239.8245646063008,0.8647221979933097,0
24.8,0.0291443905,0.06516883820000001,29.144390453499998,65.1688382168,0.018109478999999998,0.0404940262,95.6180819754,213.80853117520002,20.322072539300002,73159.4611415041,45458.44406317519,0.4138369121,160.9825592041,61909124.0,38468544.0,9,7,0.0200868,7.569,2458000.5,0.3607328374506857,0.7575471500310063,10.084900438052712,339.6300659359483,240.83129994192052,0.484275017097641,175.95753923187732,1.030819282964371,2458098.7024880354,213.20473002805718,1.4948223095869118,0
27.1,0.010105434200000001,0.0225964377,10.1054341542,22.596437710900002,0.0062792237,0.014040771100000002,33.154312590500005,74.1352966996,10.2706060263,36974.181694757404,22974.3186202786,0.3706775814,144.1935882568,55452580.0,34456636.0,14,1,0.00108035,6.997000000000001,2458000.5,0.3884472788369994,0.8307280678908929,5.059664077001305,166.1544806171286,276.5583358674995,0.5080340104651575,319.79619890908515,1.153422125316629,2458016.8025449114,338.7787406603182,1.3017145148446292,0
19.4,0.3503926411,0.7835017643000001,350.39264110830004,783.5017643338,0.2177238258,0.48684527479999995,1149.5821926536998,2570.5439284970003,17.1552514819,61758.9053348879,38374.5820398919,0.20635290550000002,80.27127838130001,30869956.0,19181700.0,18,4,0.10981800000000001,2.7969999999999997,2458000.5,0.7496923589228197,2.812317137192438,13.22178665051434,102.1054707683915,1722.641346306995,0.7039444685715681,137.2461535330793,4.920689805813308,2458176.113092481,323.3001301002855,0.2089813998553845,0
20.7,0.1925550782,0.4305662442,192.55507818790002,430.566244241,0.1196481415,0.26754137780000004,631.7424027221,1412.6189567557,13.6469072957,49128.8662645679,30526.766929781097,0.2151153988,83.67989349369999,32180806.0,19996226.0,16,1,0.0242192,4.31,2458000.5,0.3713300996356434,1.5644412004671142,14.90162545939542,53.375109020818385,714.7222364885464,0.983517093623555,186.3937701352744,2.145365307310673,2457847.471668935,77.07917337825016,0.5036921780532416,1
21.2,0.15295193529999998,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.21251567030000001,501.81082755470004,1122.0831222578,9.2534155721,33312.296059381,20698.965293119298,0.48585913189999996,188.99920654299999,72683488.0,45163428.0,38,0,0.019259799999999997,5.392,2456815.5,0.2109974951974868,1.1548862022446769,15.78898262884922,137.6927439300177,453.32243821666873,0.9112081063329124,122.7364637450355,1.398564298156443,2456997.9027788513,215.1472531456131,0.7941367328213642,1
20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.14384870519999998,0.3216554833,759.5214226325,1698.3415313737,25.1005278321,90361.90019566439,56147.370707689406,0.3921087446,152.5303039551,58658632.0,36448784.0,12,5,0.0143447,3.298,2458000.5,0.5574474737428428,2.1965501581398708,30.53818907042862,44.122815967186,1189.077370550795,0.9720888215353582,24.870216714951948,3.4210114947443837,2458264.9766504546,279.9281758093888,0.3027557406405301,1
23.7,0.048367648799999996,0.1081533507,48.3676488219,108.1533506775,0.030054254300000003,0.06720335570000001,158.6865169607,354.8338390368,8.8246855688,31768.8680475395,19739.939148761398,0.2450914045,95.34056091309999,36665152.0,22782670.0,5,7,0.032194799999999996,6.122000000000001,2458000.5,0.1580462571524157,0.98169355994024,16.60852784926888,271.0763557516869,355.27311169717626,0.8265405671210545,292.6298431087558,1.136846552759426,2457844.337740598,158.23998927528118,1.013304942443414,0
22.2,0.09650614699999999,0.2157943048,96.50614695790001,215.7943048444,0.059966121,0.134088323,316.6212271853,707.9865871058,1.5564373389,5603.1744199839,3481.5946833506,0.4421889905,172.01150512700002,66150532.0,41104032.0,15,1,0.17008800000000002,3.949,2458000.5,0.3659609854143355,1.8285343958676639,0.7331821397210585,15.23178254723687,903.1359458038664,1.159362146491927,34.757907057292535,2.497706645243401,2458017.1220867303,353.3742519598559,0.3986110858200533,0
18.7,0.4836764882,1.0815335068,483.67648821849997,1081.533506775,0.3005425432,0.6720335566,1586.8651696069,3548.3383903678005,5.6990886197,20516.7190309798,12748.2913334441,0.3473982292,135.13790893549998,51970036.0,32292682.0,50,0,0.210314,3.505,2458000.5,0.450394497315064,2.220705671913726,5.094915470038066,297.0600861063514,1208.745665045237,1.2205120571274322,23.6901064718481,3.2208992867000186,2457686.2934632245,93.57994531854456,0.2978294031660723,0
26.9,0.011080388200000001,0.0247765013,11.080388212599999,24.7765012606,0.0068850319,0.015395399399999999,36.3529808636,81.2877363957,4.7400457426,17064.1646735002,10603.008321709,0.0364307918,14.1715774536,5449969.0,3386453.5,4,7,0.0336951,6.057,2458000.5,0.1659032170444373,1.0021892618054549,2.0797476300761204,227.003991790028,366.45701903745044,0.8359228391845402,194.9107288518438,1.16845568442637,2458097.7757555614,264.4382555578862,0.9823798734858168,0
21.3,0.1460679643,0.32661789739999997,146.0679642714,326.6178974458,0.090762397,0.20295088960000002,479.2256199,1071.581062656,21.2347626229,76445.14544252389,47500.0405112171,0.4381600742,170.44425964360002,65547812.0,40729524.0,20,0,0.0220841,3.202,2458000.5,0.7566042791455546,2.207860757498871,6.88479271209259,332.43160924043684,1198.273479399466,0.5373838606176795,284.34829001190514,3.8783376543800623,2457959.8190400433,12.22187241569475,0.3004322520602056,1
24.1,0.040230458,0.08995803880000001,40.2304579834,89.9580388169,0.0249980399,0.0558973165,131.9896957704,295.1379320721,7.7856494289,28028.337944131003,17415.7192075629,0.1846134381,71.8146286011,27617778.0,17160892.0,6,8,0.18432300000000001,4.037,2456008.5,0.3280742051326037,1.7485605975650982,14.224094843481518,358.179690366992,844.5385113472342,1.174902969392738,167.8556150886498,2.322218225737458,2455991.5744299437,7.2148340643896125,0.4262683053087972,0
26.3,0.014606796399999998,0.0326617897,14.6067964271,32.6617897446,0.0090762397,0.020295089,47.92256199,107.1581062656,17.278498131099997,62202.59327199309,38650.2724694782,0.389360069,151.4610748291,58247436.0,36193280.0,6,8,0.0404713,6.696000000000001,2454418.5,0.2250742858302038,0.8818480354389424,7.243615549729574,43.26302826756567,302.4746998699879,0.6833667186517541,155.1009374432358,1.080329352226131,2454529.093631445,228.3734297864965,1.1901821876498702,0
19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.18109479039999998,0.4049402617,956.1808197541001,2138.0853117517,8.0453686149,28963.3270137592,17996.6850547439,0.22763361399999998,88.5494766235,34053504.0,21159866.0,42,0,0.104527,4.6080000000000005,2458000.5,0.3523205023240839,1.4214086108547062,14.34584069834662,123.3562380998592,618.9803182538711,0.920617215070598,77.21062958258038,1.9222000066388147,2457999.293276804,0.7018322517057791,0.5816016913357624,0
24.4,0.0350392641,0.0783501764,35.0392641108,78.35017643340001,0.021772382599999997,0.0486845275,114.9582192654,257.05439284970004,12.787392468599998,46034.6128870021,28604.1182130375,0.340525631,132.4644622803,50941908.0,31653834.0,13,6,0.04852530000000001,4.895,2458000.5,0.2172932168956054,1.331072331649229,3.669592301060391,198.06481401897858,560.9199814025513,1.0418393427844341,39.22804924132693,1.6203053205140248,2458091.4448913056,301.63131648816864,0.6418027738998326,0
18.5,0.5303407232999999,1.1858779086,530.3407233187,1185.8779085771,0.3295383456,0.7368701419,1739.9630586929998,3890.6756775759995,18.6168759399,67020.7533836267,41644.089789954,0.4923426908,191.52130126950001,73653416.0,45766112.0,34,1,0.477891,3.679,2458000.5,0.3091611017749233,1.870199528584591,38.177619934840315,246.2580839486388,934.1795191984354,1.292006581788437,72.59586314647791,2.448392475380746,2457722.4356981246,107.1562227795445,0.3853649032135653,0
23.2,0.0608912622,0.1361570015,60.891262210600004,136.1570015386,0.0378360645,0.08460401220000001,199.7744887109,446.7093369279,16.6507562005,59942.7223217647,37246.0765448765,0.2842079206,110.55687713620001,42516900.0,26418776.0,14,0,0.051983900000000006,5.0760000000000005,2458000.5,0.2296341097099899,1.216513353304983,31.92872547028875,2.5817553036508016,490.0876374477115,0.9371603924684786,115.0718277429149,1.495866314141487,2457912.1288281046,64.9141489221915,0.7345624996272411,0
21.8,0.1160259082,0.2594418179,116.0259082094,259.44181790740004,0.0720951346,0.1612096218,380.6624406898,851.1870938635001,4.4347191559,15964.988961186298,9920.023279799301,0.4854786775,188.8511962891,72626576.0,45128060.0,27,0,0.177955,4.314,2457600.5,0.2594904787285975,1.6023330248509091,5.7535297243191135,129.1850197964802,740.8454237616753,1.186542861149705,147.7655723352698,2.018123188552113,2457584.9022590844,7.57943094403214,0.4859313271749511,0
20.2,0.2424124811,0.5420507863,242.41248110080002,542.0507863358,0.1506280858,0.33681463920000004,795.3165644948,1778.3819018419001,12.622397550999999,45440.631183690704,28235.0410818883,0.18956694370000002,73.7415390015,28358810.0,17621348.0,83,0,0.0130652,4.303999999999999,2458000.5,0.3768073209959183,1.573763858961513,11.68216017014653,169.5007233624131,721.1203945244606,0.9807581153860272,196.94841610692,2.166769602536999,2457645.2945672646,177.3267775472767,0.4992231570948708,1
28.5,0.0053034072,0.0118587791,5.3034072332,11.858779085799998,0.0032953834999999996,0.0073687014,17.3996305869,38.9067567758,9.4457573841,34004.7265826347,21129.2146924154,0.0008277949000000001,0.3220122159,123836.3515625,76948.34375,3,5,0.00100317,6.617999999999999,2458000.5,0.3249321174923065,0.8916551878557273,2.882295691487752,146.52476136320482,307.5344963747085,0.6019277795927654,232.7766581382644,1.181382596118689,2457970.160876647,35.51498949155759,1.1706003854649398,0
26.6,0.0127219879,0.028447229700000003,12.721987853900002,28.447229650300002,0.0079050743,0.0176762835,41.738806630700005,93.330808926,8.8686833925,31927.260213012203,19838.357880690903,0.2949890062,114.75073242190001,44129728.0,27420942.0,19,0,7.6176e-05,6.641,2458000.5,0.2242450120308154,0.8918499535206449,0.2367120538241126,37.82348969237319,307.6352647528209,0.6918570499637257,228.13768082907902,1.0918428570775642,2457883.43924817,136.9864755018505,1.1702169459969198,0
20.0,0.2658,0.5943468684000001,265.8,594.3468684194,0.1651604118,0.36930990799999996,872.047272,1949.9569797851998,11.5994441993,41757.999117516,25946.7967294365,0.0498945513,19.4089813232,7464119.0,4637988.5,51,1,0.0329288,5.905,2458000.5,0.1397970173963595,1.02465468232282,19.879969210226463,95.09652174011394,378.8477570114375,0.8814110138728752,259.9582539089208,1.167898350772764,2458132.70054766,234.3764578867453,0.9502497859295272,1
19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066001,2454.8503937571,12.115920056099998,43617.3122021353,27102.101573599,0.11734582630000001,45.6475257874,17554686.0,10907976.0,42,0,0.0487335,4.044,2458000.5,0.4634957487556894,1.7158406022945243,6.476509213156737,154.235216918019,820.9445753863173,0.9205557775886104,6.599086027517752,2.511125427000438,2458255.766275262,248.06082426314308,0.4385192506212645,1
19.3,0.3669061375,0.8204270649,366.9061375314,820.4270648822,0.2279848336,0.5097895857,1203.7603322587,2691.6899315481,20.9869210498,75552.9157793455,46945.6436963383,0.4807633153,187.0169372559,71921168.0,44689744.0,42,1,0.0261387,4.9430000000000005,2457600.5,0.2453492870265468,1.249949556315622,34.84177629327663,149.9465216640271,510.43113450163116,0.943275323854436,309.25865599085654,1.556623788776809,2457720.0113229025,275.7103214581483,0.705286131010587,1
22.2,0.09650614699999999,0.2157943048,96.50614695790001,215.7943048444,0.059966121,0.134088323,316.6212271853,707.9865871058,10.776548853900001,38795.5758740641,24106.0621313039,0.35422936200000005,137.7952270508,52991960.0,32927676.0,28,0,0.0696479,4.888999999999999,2455353.5,0.2330986549811902,1.308067523980838,20.89051623727846,346.9778286309497,546.4414963367311,1.0031587435163292,227.5148042279464,1.612976304445347,2455126.076234872,149.8285836542145,0.6588079463462981,0
25.2,0.0242412481,0.054205078600000005,24.241248110100003,54.205078633599996,0.015062808600000002,0.0336814639,79.5316564495,177.8381901842,17.1190733779,61628.664160590495,38293.655239118,0.0496079188,19.2974796295,7421239.0,4611344.0,7,8,0.0489408,4.313,2457376.5,0.4440675517051142,1.5141670207679931,24.8899597310138,85.59258704431423,680.5485313617188,0.8417745789829233,68.8931527447293,2.186559462553062,2457427.141185192,333.21157003678763,0.5289850516313233,0
20.2,0.2424124811,0.5420507863,242.41248110080002,542.0507863358,0.1506280858,0.33681463920000004,795.3165644948,1778.3819018419001,18.9276295793,68139.4664854346,42339.214605908,0.4528051379,176.1411895752,67738688.0,42090868.0,83,0,0.0130652,4.303999999999999,2458000.5,0.3768073209959183,1.573763858961513,11.68216017014653,169.5007233624131,721.1203945244606,0.9807581153860272,196.94841610692,2.166769602536999,2457645.2945672646,177.3267775472767,0.4992231570948708,1
20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.14384870519999998,0.3216554833,759.5214226325,1698.3415313737,18.9420121871,68191.24387342,42371.387061237,0.4268409286,166.0411224365,63854496.0,39677344.0,21,0,0.42161000000000004,3.693,2458000.5,0.3922990967973123,1.852725725956279,36.32754126235442,45.1623062292467,921.1176938080113,1.125903097050486,275.0242729257336,2.5795483548620717,2458015.729726157,354.0477732067137,0.3908295350529168,0
24.5,0.033462237400000004,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.48503937569998,6.316478287000001,22739.3218333505,14129.330280283799,0.0829904051,32.2832679749,12415188.0,7714440.5,10,7,0.0804551,4.005,2458000.5,0.4019922108566673,1.7655406836890022,7.2827745635715315,187.78744619854513,856.8701642279218,1.055807080895468,212.40310193745282,2.475274286482536,2457818.971646202,76.26617204734706,0.4201336620517953,0
18.2,0.6089126221,1.3615700153999999,608.9126221057,1361.5700153859,0.37836064490000004,0.846040122,1997.7448871092001,4467.0933692788,22.588076889299998,81317.07680131981,50527.269193575594,0.31758114,123.5390625,47509464.0,29521012.0,29,0,0.180334,6.622000000000001,2458000.5,0.464847742827675,0.875157550937721,21.33396088197754,46.593123096685936,299.038973518731,0.4683425387657254,94.4501239969186,1.281972563109717,2458142.30716442,189.2845290682283,1.203856459791688,0
25.3,0.023150212200000003,0.0517654482,23.150212221,51.76544821979999,0.0143848705,0.0321655483,75.9521422633,169.8341531374,5.4690638748,19688.6299492303,12233.7489815092,0.0784176983,30.5044841766,11731120.0,7289380.5,6,9,0.0768007,3.63,2454382.5,0.4765757273357711,2.061810919536555,2.274422301455398,26.237185736802488,1081.36343390909,1.079201880929586,323.3666084620984,3.044419958143524,2454357.2913607107,8.392285016759963,0.3329130509791818,0
22.6,0.0802703167,0.1794898848,80.2703167283,179.48988477990002,0.049877647000000004,0.1115298092,263.3540659348,588.8775935812,11.830052728499998,42588.1898227433,26462.644948470697,0.1227419293,47.7466125488,18361932.0,11409575.0,5,7,0.0161531,5.705,2458000.5,0.2607394785260002,1.0780907134971731,1.6953734924413602,187.1815098842731,408.8663643729415,0.7969899030561963,52.42118279224657,1.3591915239381491,2458154.9494709205,224.00982233683868,0.8804832859071557,0
21.3,0.1460679643,0.32661789739999997,146.0679642714,326.6178974458,0.090762397,0.20295088960000002,479.2256199,1071.581062656,7.5499161576,27179.698167224702,16888.4074528514,0.1818797762,70.7512283325,27208828.0,16906782.0,32,2,0.16053299999999998,4.881,2458000.5,0.1839948083844112,1.3276714833110879,14.40789926797543,330.1758335515338,558.77165547596,1.083386823141818,290.1933203118511,1.571956143480359,2457758.119117221,156.158811824858,0.6442703320256163,0
18.5,0.5303407232999999,1.1858779086,530.3407233187,1185.8779085771,0.3295383456,0.7368701419,1739.9630586929998,3890.6756775759995,18.850851296600002,67863.0646679004,42167.4692654518,0.2207406539,85.8681182861,33022334.0,20519126.0,84,0,0.134651,6.345,2458000.5,0.2742321551611447,0.9136335757624728,36.284146334901784,109.07702128646571,318.974895592967,0.6630858712535468,346.87254614156615,1.164181280271399,2458055.4094351833,298.0283622973726,1.128615464645794,0
20.4,0.2210828104,0.49435619259999997,221.0828103591,494.3561926196,0.13737444699999998,0.3071786018,725.3373275385001,1621.9035709942002,18.4853741505,66547.34694189,41349.9334373094,0.4259069743,165.67781066889998,63714780.0,39590528.0,11,2,0.200139,3.5210000000000004,2458000.5,0.5078647760088514,1.938100119293884,37.33564756364926,284.47275983211966,985.5138664399541,0.9538073363259674,285.5586293598131,2.9223929022617994,2458252.4161633956,267.9771255272176,0.3652916638306218,0
20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.35268822409999995,832.7986794202001,1862.1944587557,31.040502842,111745.81023134539,69434.5008073602,0.3213781712,125.0161056519,48077492.0,29873968.0,26,2,0.0515351,5.687,2458000.5,0.6205068338460277,1.0374852647324941,16.54562912073658,105.23637273876791,385.98580438048117,0.3937185679514263,224.4401567167424,1.681251961513561,2457838.780553797,150.83197354038418,0.9326767873699676,0
27.5,0.008405334,0.0187948982,8.4053340207,18.7948982439,0.0052228308,0.0116786047,27.576556068600002,61.6630539546,2.9485096898000003,10614.6348832276,6595.5213250811,0.0594381083,23.1214237213,8891815.0,5525117.5,15,3,0.0188862,5.68,2458000.5,0.06366104064143226,1.091758388289362,1.031742427367126,194.426902070409,416.6661626908975,1.022255913161848,100.0856704385641,1.161260863416876,2458053.145468706,314.5142600211685,0.8640010450454191,0
20.7,0.1925550782,0.4305662442,192.55507818790002,430.566244241,0.1196481415,0.26754137780000004,631.7424027221,1412.6189567557,24.035348545599998,86527.2547641654,53764.671161656,0.3594492333,139.8257598877,53772840.0,33412894.0,7,4,0.115952,5.852,2458000.5,0.5577268380892703,1.010317012892565,16.48988169605545,3.1848389004225583,370.9239928798369,0.4468360998241981,32.18991652975657,1.573797925960931,2458087.168283031,275.8841636294669,0.970549241651845,0
27.6,0.008027031700000001,0.017948988500000002,8.0270316728,17.948988478,0.004987764699999999,0.011152980900000001,26.3354065935,58.887759358100006,7.7139773417,27770.3184299879,17255.3959155667,0.0034025324,1.3235850334,509011.59375,316285.125,7,7,0.00373844,4.315,2458000.5,0.3946026034033804,1.570668918959279,6.817176867385352,296.10243092204564,718.9942241512242,0.950878874453174,150.0950497155718,2.190458963465383,2457734.10856336,133.3820411474229,0.500699432495416,0
24.7,0.0305179233,0.0682401509,30.5179232594,68.24015094010001,0.0189629525,0.0424024508,100.12442334629999,223.8850168104,6.4650518933,23274.1868160416,14461.6745802232,0.0788929196,30.689344406100002,11802212.0,7333555.0,14,3,0.000342485,6.096,2458000.5,0.2686218243430999,0.9897012789870401,3.237150852302717,21.96037649473319,359.62893269888673,0.7238459158708419,253.33449863624458,1.255556642103238,2457916.2044551685,84.38252148252931,1.0010318060294219,0
19.4,0.3503926411,0.7835017643000001,350.39264110830004,783.5017643338,0.2177238258,0.48684527479999995,1149.5821926536998,2570.5439284970003,13.0102280548,46836.8209972674,29102.5791357743,0.14689130460000002,57.1407203674,21974628.0,13654400.0,30,5,0.050639800000000006,2.983,2458000.5,0.6200638896652969,2.721336694541438,19.27563373621656,157.8666031421508,1639.728116016453,1.033934078635172,202.05144166259518,4.408739310447705,2458391.7356599555,274.1047615099285,0.2195485925279992,0
21.2,0.15295193529999998,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.21251567030000001,501.81082755470004,1122.0831222578,21.1502456897,76140.8844828487,47310.9845832456,0.45217619439999995,175.8965301514,67644592.0,42032404.0,15,1,0.0511105,6.575,2458000.5,0.6238289259082406,0.8656114840072779,27.746283225633373,354.84654218740644,294.15954235807715,0.3256180016851796,228.0985934333867,1.4056049663293761,2457989.318310763,13.68443835988805,1.2238256733544142,0
19.2,0.38419789109999997,0.8590926012000001,384.1978910643,859.0926012317999,0.2387294278,0.5338152287,1260.4918089193,2818.5453698252004,18.7982710639,67673.77583016531,42049.8525429158,0.30321205760000003,117.9494857788,45359876.0,28185320.0,54,0,0.23759,4.975,2458000.5,0.6768395547475534,1.2050109876706039,21.96101120956536,190.08142781827232,483.15328569455704,0.3894118873097228,161.1340875484554,2.0206100880314852,2458041.56298882,329.40375567584636,0.7451051470807697,0
22.3,0.0921626549,0.2060819612,92.1626548503,206.08196123209999,0.057267201,0.1280533543,302.37092453900004,676.1219416887001,19.4361770103,69970.2372370361,43476.7843543128,0.2912765975,113.30660247799999,43574360.0,27075852.0,49,0,0.00535155,5.121,2458000.5,0.34190480077793395,1.2330853016685959,10.065453801662839,15.192138947687841,500.1359908010143,0.8114875172593963,256.8511468254181,1.654683086077796,2457928.522047851,51.81003417159114,0.7198042264933314,0
20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.35268822409999995,832.7986794202001,1862.1944587557,18.1772514335,65438.1051606724,40660.6937316411,0.3502484976,136.2466583252,52396428.0,32557630.0,18,1,0.137282,3.7569999999999997,2458000.5,0.6331275269353329,1.824039385686455,9.413143253489231,253.6143434188372,899.8077808803522,0.6691898403941459,22.35299561072733,2.978888930978764,2458268.920327826,252.60893262909042,0.400085448969761,0
30.6,0.0020162992,0.0045085821,2.0162991944,4.5085820617,0.0012528698,0.0028015021,6.615155049,14.7919363714,16.1994959837,58318.18554118,36236.6525658515,0.41417021600000004,161.1122131348,61958980.0,38499528.0,4,5,0.00106595,6.4079999999999995,2458000.5,0.1080558088206794,0.9348806511776534,2.4836776419071116,224.53634659937802,330.1662553155338,0.8338613662638487,49.79865628236775,1.035899936091458,2457884.2328296485,126.7730443456517,1.090359763313651,0
27.4,0.0088014652,0.0196806745,8.801465209,19.6806745089,0.0054689752,0.0122290004,28.8761991163,64.5691441559,5.6907593953,20486.7338231332,12729.6596913796,0.0977609349,38.0290031433,14624828.0,9087447.0,5,6,0.0110091,6.558,2458000.5,0.1582910382585499,0.9070830748893508,4.8565430215206735,103.12682301860441,315.5506086907696,0.7634999531783576,137.8817635727509,1.050666196600344,2458032.3031678894,323.7169438909147,1.14086295537078,0
16.9,1.1080388212999999,2.4776501261000003,1108.0388212642,2477.6501260554,0.6885031904000001,1.5395399365,3635.2980863563002,8128.7736395675,22.2507248412,80102.6094281958,49772.6463972031,0.245860076,95.6395645142,36780144.0,22854122.0,89,0,0.0203525,5.676,2458000.5,0.4831693230163794,1.063298253689737,8.88515554138232,325.5773202860467,400.4802264087043,0.5495451562899683,121.3674690848725,1.577051351089505,2457837.453987111,146.56545010079782,0.8989207862477765,1
26.1,0.0160160338,0.0358129403,16.0160337979,35.8129403019,0.0099518989,0.0222531225,52.5460443254,117.49652706020001,13.3536727368,48073.2218524134,29870.830544906497,0.07760516190000001,30.1884098053,11609568.0,7213851.0,9,7,0.00306738,3.98,2458000.5,0.5069558394542641,1.744944858899398,0.3104453139496167,172.5854045252514,841.9203137790075,0.8603348731546512,267.9636850382745,2.629554844644145,2457605.7389915828,168.79740363107769,0.4275939113336265,0
18.2,0.6089126221,1.3615700153999999,608.9126221057,1361.5700153859,0.37836064490000004,0.846040122,1997.7448871092001,4467.0933692788,19.7152396837,70974.8628612998,44101.01964845599,0.4449895849,173.1009521484,66569496.0,41364368.0,105,0,0.00290752,4.493,2458000.5,0.3600073024231731,1.4886841989987758,1.431697832801353,314.4434169545978,663.4409817098345,0.9527470163572248,158.0200614561001,2.024621381640328,2458259.6553660654,219.3756877315948,0.5426255084095049,1
21.8,0.1160259082,0.2594418179,116.0259082094,259.44181790740004,0.0720951346,0.1612096218,380.6624406898,851.1870938635001,9.5597841959,34415.2231051905,21384.281267778002,0.43148242719999996,167.8466644287,64548852.0,40108800.0,4,7,0.228751,4.283,2458000.5,0.3431630783397817,1.5749904955318808,18.58637696842202,258.5023215135102,721.9636515813077,1.034511908729262,86.03572732684101,2.1154690823344993,2457998.3883196744,1.052968408534685,0.4986400620190458,0
25.0,0.02658,0.0594346868,26.58,59.434686841899996,0.0165160412,0.0369309908,87.2047272,194.99569797849998,7.3202873905,26353.0346056487,16374.7508637154,0.014874878999999999,5.7863278389,2225250.25,1382706.375,6,7,0.00542518,5.545,2458000.5,0.2537840262614992,1.117923558572186,6.7442394664958405,30.26770663217539,431.73433576883497,0.8342124168251536,75.39888798842274,1.401634700319218,2458010.0615113946,352.02717083869203,0.8338461182590677,0
16.7,1.214940408,2.7166893409,1214.9404079963,2716.6893408911,0.7549287362999999,1.6880719724000002,3986.0250881707,8913.023057169301,7.8375023945,28215.0086200767,17531.709106180402,0.045767528700000004,17.8035678864,6846724.5,4254357.5,337,0,0.0260101,5.473,2458000.5,0.1443055351799036,1.137382468291201,13.91091662440011,139.3648563762292,443.05559107617404,0.9732518825002,206.944459911928,1.3015130540822029,2457818.5348668606,147.8537891173436,0.8125391198101497,1
26.3,0.014606796399999998,0.0326617897,14.6067964271,32.6617897446,0.0090762397,0.020295089,47.92256199,107.1581062656,2.4997403221,8999.0651596723,5591.669126575301,0.08648509689999999,33.6427001953,12937986.0,8039292.0,11,5,0.0408356,6.189,2458000.5,0.06708822892680964,0.9770486413947836,3.0274967603781135,338.01774492049566,352.7546153285025,0.9115001784682621,20.930751768438327,1.042597104321305,2457972.971933741,28.09347751226606,1.020539446846784,0
